amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	number-of-items	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	payment-method-details	customized-url	customized-page 
114-3739987-9273061	114-3739987-9273061	2019-10-25T17:42:03+00:00	2019-10-26T10:26:34+00:00	Shipped	Amazon	Amazon.com			Standard	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	I6-O664-R7YT	B0769M7TCS		Shipped	1	USD	7.99	0.44	1.68					1.68	MANDAN	ND	58554-8102	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	Standard		
114-4577123-5253064	114-4577123-5253064	2019-10-25T17:40:15+00:00	2019-10-26T11:24:50+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Baby Wrist Rattles, 8 Pcs Soft Animal Wrist Rattles and Foot Finders SockSet - Elephant, Monkey, Piggy and Puppy"	MX-PTO_023U2QWB	B07DC2R4XW		Shipped	1	USD	12.99	1.07							LAS VEGAS	NV	89109-9007	US		Standard		
113-6967151-5091459	113-6967151-5091459	2019-10-25T17:36:29+00:00	2019-10-25T23:14:52+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.13					6.39		RIVERBANK	CA	95367-2988	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
113-5023114-6038615	113-5023114-6038615	2019-10-25T17:32:14+00:00	2019-10-26T01:41:44+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Body & Face Painting Kit, Safe for Sensitive Skin, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88	0.68							ERDA	UT	84074-3473	US		Standard		
112-6010564-9868203	112-6010564-9868203	2019-10-25T17:31:35+00:00	2019-10-25T17:31:40+00:00	Pending	Amazon	Amazon.com			Standard	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P2C8GH	B07J9WL1VY		Unshipped	1	USD	12.99								ESSEX	MD	21221-4745	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	Standard		
113-2577365-1388268	113-2577365-1388268	2019-10-25T17:27:10+00:00	2019-10-25T23:29:30+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Kids Microphone Toy, Voice Changing and Recording Microphone with Colorful Light Musical Toys (Green)"	MX-326-TO21220E4447-FBA	B01N76O2E9		Shipped	1	USD	12.99								Sevierville	TN	37862	US		Standard		
111-8556749-7425014	111-8556749-7425014	2019-10-25T17:25:43+00:00	2019-10-25T23:14:39+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.13					6.39		RIVERBANK	CA	95367-2988	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
112-9114854-1255443	112-9114854-1255443	2019-10-25T17:09:20+00:00	2019-10-26T11:28:22+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.09					6.39		EDDINGTON	ME	04428-3148	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
112-5217409-5537858	112-5217409-5537858	2019-10-25T17:02:27+00:00	2019-10-25T22:42:33+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Body & Face Painting Kit, Safe for Sensitive Skin, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88						2.96		BEND	OR	97703-9003	US	Percentage Off 2019/10/17 7-9-35-585	Standard		
112-9561272-4996222	112-9561272-4996222	2019-10-25T17:01:04+00:00	2019-10-25T22:10:44+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.1					6.39		TUCSON	AZ	85739-9359	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
113-3591649-1473835	113-3591649-1473835	2019-10-25T16:57:44+00:00	2019-10-27T02:50:03+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99						6.39		SALISBURY	NC	28147-8645	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
114-4760234-0271402	114-4760234-0271402	2019-10-25T16:55:39+00:00	2019-10-25T21:20:18+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	MX-PTO_00N3QEAV-FBA	B076985XVF		Shipped	1	USD	7.99	0.62							ANAHEIM	CA	92805-2038	US		Standard		
114-4760234-0271402	114-4760234-0271402	2019-10-25T16:55:39+00:00	2019-10-25T21:20:18+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	I6-O664-R7YT	B0769M7TCS		Shipped	1	USD	7.99	0.62							ANAHEIM	CA	92805-2038	US		Standard		
114-8026008-1977801	114-8026008-1977801	2019-10-25T16:52:19+00:00	2019-10-25T16:53:38+00:00	Pending	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	I6-O664-R7YT	B0769M7TCS		Unshipped	1	USD	7.99								BERKELEY SPRINGS	WV	25411-7028	US		Standard		
111-8102828-1760235	111-8102828-1760235	2019-10-25T16:50:09+00:00	2019-10-26T05:21:29+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax 4 Pcs Children Wooden Jigsaw Pegged Puzzle Board Toy Educational and Learning Puzzles Toy - Number, Vegetable, Village and Animal"	MX-320-TO2122H334M1-FBA	B01N1EJHPZ		Shipped	1	USD	15.99								LILBURN	GA	30047-3662	US		Standard		
112-4724772-5899438	112-4724772-5899438	2019-10-25T16:40:44+00:00	2019-10-25T22:45:21+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.13					6.39		THE COLONY	TX	75056-1825	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
113-0475359-8917035	113-0475359-8917035	2019-10-25T16:36:32+00:00	2019-10-26T10:53:33+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.11					6.39		COLUMBUS	NE	68601-5451	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
114-9615248-9785001	114-9615248-9785001	2019-10-25T16:34:39+00:00	2019-10-25T20:56:42+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.13					6.39		Narrowsburg	NY	12764	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
113-7983911-9840230	113-7983911-9840230	2019-10-25T16:33:15+00:00	2019-10-26T06:17:19+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.11					6.39		PORTSMOUTH	RI	02871-4610	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
112-8522870-8236229	112-8522870-8236229	2019-10-25T16:33:15+00:00	2019-10-26T08:28:43+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99						6.39		COCHRAN	GA	31014-5955	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
112-5856475-6862667	112-5856475-6862667	2019-10-25T16:33:02+00:00	2019-10-26T04:30:24+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.08					6.39		Albuqurque	NM	87109	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
112-2861658-0401020	112-2861658-0401020	2019-10-25T16:32:41+00:00	2019-10-26T23:48:38+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99						6.39		CHERRYVILLE	NC	28021-2948	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
113-7712376-1189025	113-7712376-1189025	2019-10-25T16:32:19+00:00	2019-10-25T23:21:46+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.08					6.39		RUIDOSO	NM	88345-7851	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
112-4236887-6406657	112-4236887-6406657	2019-10-25T16:32:12+00:00	2019-10-25T21:51:15+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99						6.39		JACKSONVILLE	FL	32210-8011	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
114-7634100-6650661	114-7634100-6650661	2019-10-25T16:31:19+00:00	2019-10-26T04:41:42+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	1	USD	7.99	0.13					6.39		MANTECA	CA	95337-8566	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
112-5491069-5872203	112-5491069-5872203	2019-10-25T16:29:16+00:00	2019-10-26T02:24:16+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (Pink)"	MX-PTO_00N31ZDI	B07DC2MJG6		Shipped	1	USD	7.99	0.69							Merrick	NY	11566-1330	US		Standard		
112-8636730-4480252	112-8636730-4480252	2019-10-25T16:20:59+00:00	2019-10-25T22:26:12+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax 4 Pcs Children Wooden Jigsaw Pegged Puzzle Board Toy Educational and Learning Puzzles Toy - Number, Vegetable, Village and Animal"	MX-320-TO2122H334M1-FBA	B01N1EJHPZ		Shipped	1	USD	15.99	1.06							Hillside	NJ	7205	US		Standard		
114-6365576-8838633	114-6365576-8838633	2019-10-25T16:18:19+00:00	2019-10-27T22:13:29+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Veterans Day Decorations, Patriotic Decorations Independence Day Party Supplies Include 30 Pcs Hanging Swirl with American Flag, Stars and Fi"	MX-PTO_02FQ5AEF	B07D9BYWFV		Shipped	1	USD	7.99	0.5							PLYMOUTH	MA	02360-1263	US		Standard		
114-8435029-7090626	114-8435029-7090626	2019-10-25T16:10:26+00:00	2019-10-27T21:48:30+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax 4 Pcs Children Wooden Jigsaw Pegged Puzzle Board Toy Educational and Learning Puzzles Toy - Number, Vegetable, Village and Animal"	MX-320-TO2122H334M1-FBA	B01N1EJHPZ		Shipped	1	USD	15.99	0.96							EDINBURG	PA	16116-9803	US		Standard		
113-7102837-5087465	113-7102837-5087465	2019-10-25T16:06:49+00:00	2019-10-26T09:03:09+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Wrist Rattles for Babies, 4 Pieces Baby Wrist Rattle and Foot Rattles Finder Socks Monkey and Elephant Toys Set (Purple)"	MX-PH2122AD2G67	B079KTJT3C		Shipped	2	USD	19.98								Denham Springs	La	70726	US		Standard		
113-1562071-9707429	113-1562071-9707429	2019-10-25T14:55:03+00:00	2019-10-25T22:24:53+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (2 Pack)"	MX-PTO_027TBIWT	B07DC375Z3		Shipped	1	USD	14.99	0.97							DOYLESTOWN	OH	44230-9787	US		Standard		
111-7639193-9073861	111-7639193-9073861	2019-10-25T14:52:20+00:00	2019-10-25T20:53:24+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P2C8GH	B07J9WL1VY		Shipped	1	USD	12.99								ATLANTA	GA	30317-2049	US		Standard		
112-7589794-2204249	112-7589794-2204249	2019-10-25T14:36:07+00:00	2019-10-26T21:04:06+00:00	Shipped	Amazon	Amazon.com			SecondDay	ThinkMax 24 Pack Mini Animal Plush Toy Assortment for Kids Party Favors	SZL-PTO_048OPIWZ	B07MM1K2PW		Shipped	1	USD	16.95	1.4							CLEBURNE	TX	76033-7510	US		Standard		
112-3662676-4233863	112-3662676-4233863	2019-10-25T14:34:14+00:00	2019-10-27T19:32:04+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Baby Wrist Rattles, 8 Pcs Soft Animal Wrist Rattles and Foot Finders SockSet - Elephant, Monkey, Piggy and Puppy"	MX-PTO_023U2QWB	B07DC2R4XW		Shipped	1	USD	12.99								DENHAM SPRINGS	LA	70726-1406	US		Standard		
113-6084504-3593830	113-6084504-3593830	2019-10-25T14:16:19+00:00	2019-10-26T13:52:56+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (Pink)"	MX-PTO_00N31ZDI	B07DC2MJG6		Shipped	1	USD	7.99	0.48							STAR	ID	83669-5614	US		Standard		
113-6084504-3593830	113-6084504-3593830	2019-10-25T14:16:19+00:00	2019-10-26T13:52:56+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	MX-PTO_00N3QEAV-FBA	B076985XVF		Shipped	1	USD	7.99	0.48							STAR	ID	83669-5614	US		Standard		
114-2473970-2000221	114-2473970-2000221	2019-10-25T14:03:30+00:00	2019-10-26T14:27:55+00:00	Shipped	Amazon	Amazon.com			SecondDay	"ThinkMax 4 Pcs Children Wooden Jigsaw Pegged Puzzle Board Toy Educational and Learning Puzzles Toy - Number, Vegetable, Village and Animal"	MX-320-TO2122H334M1-FBA	B01N1EJHPZ		Shipped	1	USD	15.99								Hialeah Gardens	FL	33018	US		Standard		
112-5749836-3421861	112-5749836-3421861	2019-10-25T14:01:46+00:00	2019-10-25T18:33:18+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P2C8GH	B07J9WL1VY		Shipped	1	USD	12.99	0.81							NORTH EASTON	MA	02356-1326	US		Standard		
114-9637890-3529054	114-9637890-3529054	2019-10-25T13:08:07+00:00	2019-10-25T18:33:08+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Body & Face Painting Kit, Safe for Sensitive Skin, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88	0.59							Greer	SC	29651	US		Standard		
114-0059818-3768257	114-0059818-3768257	2019-10-25T12:55:34+00:00	2019-10-26T01:27:44+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Body & Face Painting Kit, Safe for Sensitive Skin, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88								WILMINGTON	DE	19810-4351	US		Standard		
113-5165864-9157834	113-5165864-9157834	2019-10-25T12:46:08+00:00	2019-10-26T01:37:52+00:00	Cancelled	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Body & Face Painting Kit, Safe for Sensitive Skin, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Cancelled	0										Garland	TX	75043	US		Standard		
113-1429321-0561813	113-1429321-0561813	2019-10-25T12:39:26+00:00	2019-10-26T03:07:05+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Body & Face Painting Kit, Safe for Sensitive Skin, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88	0.59							BALTIMORE	MD	21218-4309	US		Standard		
111-1752158-9500200	111-1752158-9500200	2019-10-25T12:17:57+00:00	2019-10-25T15:34:54+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Body & Face Painting Kit, Safe for Sensitive Skin, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88	0.65							FLEMINGTON	NJ	08822-2069	US		Standard		
111-1346897-1982603	111-1346897-1982603	2019-10-25T12:11:48+00:00	2019-10-25T17:27:50+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Wrist Rattles for Babies, 4 Pieces Baby Wrist Rattle and Foot Rattles Finder Socks Monkey and Elephant Toys Set (Purple)"	MX-PH2122AD2G67	B079KTJT3C		Shipped	1	USD	9.99		0.86					0.86	KISSIMMEE	FL	34741-2720	US		Standard		
114-3569371-2526658	114-3569371-2526658	2019-10-25T11:50:39+00:00	2019-10-27T09:18:56+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P2C8GH	B07J9WL1VY		Shipped	1	USD	12.99	0.78							COLUMBIA	MD	21046-3444	US		Standard		
112-4046998-5310613	112-4046998-5310613	2019-10-25T11:45:28+00:00	2019-10-25T18:17:57+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (Pink)"	MX-PTO_00N31ZDI	B07DC2MJG6		Shipped	1	USD	7.99	0.56							Goshen	Indiana	46526	US		Standard		
112-4046998-5310613	112-4046998-5310613	2019-10-25T11:45:28+00:00	2019-10-25T18:17:57+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	I6-O664-R7YT	B0769M7TCS		Shipped	1	USD	7.99	0.56							Goshen	Indiana	46526	US		Standard		
113-2128309-2378667	113-2128309-2378667	2019-10-25T11:25:43+00:00	2019-10-26T22:52:46+00:00	Pending	Amazon	Amazon.com			Standard	"ThinkMax RC Stunt Car for Kids, 360 Degree Spins Double Sided Driving, 2.4GHz 4WD Remote Control Car Toy Rechargeable with LED Headlights(Blue)"	ZH-PTO_07DJ1ZHK	B07WS8TDX6		Unshipped	1	USD	24.99		3.14				10	3.14	HONOLULU	HI	96822-3671	US	"US Core Free Shipping Promotion A3JU1FCINF5SD0,MPC-S Percentage Off 2019/10/24 9-52-35-164"	Standard		
113-0869838-0322660	113-0869838-0322660	2019-10-25T10:43:23+00:00	2019-10-25T18:36:29+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax 16 Pack Soft Plush Finger Puppets Set - MANSA 10 Animals + 6 People Family Members Velvet Cute Toys for Children, Story Time, Shows, Playtime"	MX-254-ST2122M20930-FBA	B01N01T0M6		Shipped	1	USD	8.89	0.53							ROCKWOOD	PA	15557-6325	US		Standard		
112-7642869-9696261	112-7642869-9696261	2019-10-25T10:36:29+00:00	2019-10-26T02:26:58+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Body & Face Painting Kit, Safe for Sensitive Skin, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88	0.59							Silver Spring	MD	20906	US		Standard		
113-7836617-5067433	113-7836617-5067433	2019-10-25T10:35:06+00:00	2019-10-27T06:20:12+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Halloween Spider Webs, 200 sqft Stretch Cobwebs with 24 Fake Spiders for Indoor Outdoor Halloween Decorations Party Supplies"	SZL-PTO_03BL8PI3	B07JB9NF24		Shipped	2	USD	15.98	0.24					12.78		ZUMBROTA	MN	55992-1490	US	Percentage Off 2019/10/24 1-18-36-335	Standard		
111-1906243-2973804	111-1906243-2973804	2019-10-25T10:32:10+00:00	2019-10-25T19:27:54+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	I6-O664-R7YT	B0769M7TCS		Shipped	2	USD	15.98	0.84							FREDERICKSBURG	VA	22408-2517	US		Standard		
111-1906243-2973804	111-1906243-2973804	2019-10-25T10:32:10+00:00	2019-10-25T19:27:54+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	MX-PTO_00N3QEAV-FBA	B076985XVF		Shipped	1	USD	7.99	0.42							FREDERICKSBURG	VA	22408-2517	US		Standard		
113-4424451-6973823	113-4424451-6973823	2019-10-25T09:39:21+00:00	2019-10-25T22:26:34+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P2C8GH	B07J9WL1VY		Shipped	1	USD	12.99	0.78							SPRING GROVE	PA	17362-7510	US		Standard		
113-3541668-3956251	113-3541668-3956251	2019-10-25T09:06:58+00:00	2019-10-26T16:27:50+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P2C8GH	B07J9WL1VY		Shipped	2	USD	25.98	2.08							PITTSFORD	NY	14534-4571	US		Standard		
112-1290877-5968207	112-1290877-5968207	2019-10-25T07:05:39+00:00	2019-10-27T08:20:36+00:00	Shipped	Amazon	Amazon.com			Standard	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P24TRK	B079KFHHRC		Shipped	1	USD	12.84	0.55	0.94					0.94	AURORA	CO	80013-4383	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	Standard		
